,uid
15884,10382.0
15885,10405.0
15886,10417.0
15887,10464.0
15888,10655.0
15889,10684.0
15890,10905.0
15891,10932.0
15892,12034.0
15893,12077.0
15894,12097.0
15895,13233.0
15896,13259.0
15897,13301.0
15898,11180.0
15899,11103.0
15900,7991.0
15901,8040.0
15902,17020.0
15903,17126.0
15904,11067.0
15905,11134.0
15906,11097.0
15907,11056.0
15908,11245.0
15909,11289.0
15910,11268.0
15911,11288.0
15912,11213.0
15913,11497.0
15914,11443.0
15915,11571.0
15916,11610.0
15917,11568.0
15918,11618.0
15919,11438.0
15920,11469.0
15921,10284.0
15922,10332.0
15923,10273.0
15924,10322.0
15925,10150.0
15926,10196.0
15927,7760.0
15928,7771.0
15929,8075.0
15930,8090.0
15931,8096.0
15932,7633.0
15933,7651.0
15934,7614.0
15935,7714.0
15936,7726.0
15937,7742.0
15938,7696.0
15939,7710.0
15940,7728.0
15941,7607.0
15942,7622.0
15943,7625.0
15944,7226.0
15945,7259.0
15946,6930.0
15947,7256.0
15948,7279.0
15949,7441.0
15950,7478.0
15951,7459.0
15952,7475.0
15953,7436.0
15954,7504.0
15955,7751.0
15956,7535.0
15957,7521.0
15958,7538.0
15959,7500.0
15960,7884.0
15961,7887.0
15962,7899.0
15963,8059.0
15964,8079.0
15965,8069.0
15966,8444.0
15967,8466.0
15968,8380.0
15969,8400.0
15970,5886.0
15971,5932.0
15972,5109.0
15973,5117.0
15974,3586.0
15975,3587.0
15976,7744.0
15977,7763.0
15978,4313.0
15979,4341.0
15980,6197.0
15981,6227.0
15982,6327.0
15983,6404.0
15984,6484.0
15985,5677.0
15986,5645.0
15987,4985.0
15988,5001.0
15989,8547.0
15990,7317.0
15991,7347.0
15992,3829.0
15993,3834.0
15994,3641.0
15995,3657.0
15996,3474.0
15997,3477.0
15998,897.0
15999,899.0
16000,468.0
16001,474.0
16002,482.0
16003,483.0
16004,1799.0
16005,1820.0
16006,11043.0
16007,11063.0
16008,10915.0
16009,10948.0
16010,10817.0
16011,10859.0
16012,10804.0
16013,10806.0
16014,10548.0
16015,10555.0
16016,10362.0
16017,10366.0
16018,9777.0
16019,9597.0
16020,9592.0
16021,9434.0
16022,9387.0
16023,9246.0
16024,9138.0
16025,8609.0
16026,8739.0
16027,9008.0
16028,9280.0
16029,9402.0
16030,9459.0
16031,9479.0
16032,9602.0
16033,9660.0
16034,9694.0
16035,9708.0
16036,6798.0
16037,7040.0
16038,6323.0
16039,5701.0
16040,5434.0
16041,5226.0
16042,11619.0
16043,11660.0
16044,11772.0
16045,11817.0
16046,11628.0
16047,11647.0
16048,12017.0
16049,12051.0
16050,12048.0
16051,12012.0
16052,12137.0
16053,12184.0
16054,12146.0
16055,12191.0
16056,13067.0
16057,13105.0
16058,12882.0
16059,12933.0
16060,13070.0
16061,13116.0
16062,12886.0
16063,12949.0
16064,1318.0
16065,1312.0
16066,1325.0
16067,3506.0
16068,3526.0
16069,4379.0
16070,4859.0
16071,4878.0
16072,17544.0
16073,17557.0
16074,17582.0
16075,17252.0
16076,17309.0
16077,17184.0
16078,17230.0
16079,17161.0
16080,17170.0
16081,17221.0
16082,17243.0
16083,17254.0
16084,17299.0
16085,17350.0
16086,17403.0
16087,17334.0
16088,18123.0
16089,18149.0
16090,17955.0
16091,17977.0
16092,17920.0
16093,17944.0
16094,17971.0
16095,17928.0
16096,17561.0
16097,17595.0
16098,17610.0
16099,17352.0
16100,17389.0
16101,17324.0
16102,17355.0
16103,17374.0
16104,17329.0
16105,17585.0
16106,17620.0
16107,17559.0
16108,16951.0
16109,16972.0
16110,16979.0
16111,16959.0
16112,17002.0
16113,16937.0
16114,16777.0
16115,16800.0
16116,16755.0
16117,16786.0
16118,16822.0
16119,16763.0
16120,16432.0
16121,16478.0
16122,16439.0
16123,16493.0
16124,16262.0
16125,16323.0
16126,16242.0
16127,16296.0
16128,15919.0
16129,15995.0
16130,16024.0
16131,15968.0
16132,15712.0
16133,15772.0
16134,15729.0
16135,15780.0
16136,15360.0
16137,15423.0
16138,15339.0
16139,15420.0
16140,15114.0
16141,15204.0
16142,15155.0
16143,15258.0
16144,14700.0
16145,14758.0
16146,14626.0
16147,14565.0
16148,14562.0
16149,14616.0
16150,14750.0
16151,14833.0
16152,11732.0
16153,11810.0
16154,17413.0
16155,17206.0
16156,17267.0
16157,17242.0
16158,17284.0
16159,17225.0
16160,17294.0
16161,16101.0
16162,16152.0
16163,15902.0
16164,15984.0
16165,16098.0
16166,16160.0
16167,15901.0
16168,15979.0
16169,13493.0
16170,13540.0
16171,13489.0
16172,13541.0
16173,13340.0
16174,13384.0
16175,13341.0
16176,13395.0
16177,14403.0
16178,14435.0
16179,14368.0
16180,14612.0
16181,14638.0
16182,8728.0
16183,3700.0
16184,8000.0
16185,8021.0
16186,8029.0
16187,25624.0
16188,25687.0
16189,25663.0
16190,25515.0
16191,25611.0
16192,25108.0
16193,25130.0
16194,25160.0
16195,25086.0
16196,25137.0
16197,25037.0
16198,25075.0
16199,24907.0
16200,24941.0
16201,24881.0
16202,24497.0
16203,24529.0
16204,24575.0
16205,25257.0
16206,25312.0
16207,25255.0
16208,25319.0
16209,25099.0
16210,25148.0
16211,25151.0
16212,25193.0
16213,23422.0
16214,23475.0
16215,23412.0
16216,23481.0
16217,23252.0
16218,23303.0
16219,23257.0
16220,23320.0
16221,22935.0
16222,22985.0
16223,22949.0
16224,23016.0
16225,22744.0
16226,22800.0
16227,22748.0
16228,22814.0
16229,21959.0
16230,22024.0
16231,23801.0
16232,23859.0
16233,23881.0
16234,23941.0
16235,24366.0
16236,24405.0
16237,24233.0
16238,24290.0
16239,24323.0
16240,24384.0
16241,24188.0
16242,24220.0
16243,25622.0
16244,25660.0
16245,25758.0
16246,25802.0
16247,28058.0
16248,28080.0
16249,29314.0
16250,29356.0
16251,29490.0
16252,29524.0
16253,29725.0
16254,29757.0
16255,29876.0
16256,29922.0
16257,29918.0
16258,29970.0
16259,28917.0
16260,29067.0
16261,28989.0
16262,28872.0
16263,30477.0
16264,30517.0
16265,30430.0
16266,30452.0
16267,30258.0
16268,30287.0
16269,29934.0
16270,29979.0
16271,29928.0
16272,29980.0
16273,29892.0
16274,29675.0
16275,29729.0
16276,29464.0
16277,29513.0
16278,28906.0
16279,28949.0
16280,28867.0
16281,28903.0
16282,28871.0
16283,28890.0
16284,28609.0
16285,28659.0
16286,28579.0
16287,28535.0
16288,28553.0
16289,28528.0
16290,28539.0
16291,28805.0
16292,28839.0
16293,28598.0
16294,28680.0
16295,28675.0
16296,28691.0
16297,28740.0
16298,28693.0
16299,28762.0
16300,28755.0
16301,28817.0
16302,28876.0
16303,28884.0
16304,28850.0
16305,28851.0
16306,28730.0
16307,28793.0
16308,28808.0
16309,28812.0
16310,28592.0
16311,28672.0
16312,27911.0
16313,27970.0
16314,27974.0
16315,27674.0
16316,27636.0
16317,27657.0
16318,27546.0
16319,27566.0
16320,26402.0
16321,26448.0
16322,26295.0
16323,26350.0
16324,27332.0
16325,27353.0
16326,27250.0
16327,27288.0
16328,27275.0
16329,27299.0
16330,33792.0
16331,33796.0
16332,33712.0
16333,33764.0
16334,33655.0
16335,33687.0
16336,33648.0
16337,33652.0
16338,31157.0
16339,31223.0
16340,31096.0
16341,31139.0
16342,31059.0
16343,31088.0
16344,31057.0
16345,31084.0
16346,31018.0
16347,31037.0
16348,31011.0
16349,31031.0
16350,30917.0
16351,30882.0
16352,30909.0
16353,30803.0
16354,30831.0
16355,30809.0
16356,30855.0
16357,29218.0
16358,29253.0
16359,29213.0
16360,29239.0
16361,29266.0
16362,29300.0
16363,29295.0
16364,29302.0
16365,29396.0
16366,29406.0
16367,29526.0
16368,29569.0
16369,28930.0
16370,28978.0
16371,28985.0
16372,29021.0
16373,28875.0
16374,27510.0
16375,27467.0
16376,26582.0
16377,26619.0
16378,27024.0
16379,27055.0
16380,27319.0
16381,27296.0
16382,26832.0
16383,26883.0
16384,35254.0
16385,35265.0
16386,35267.0
16387,35299.0
16388,35302.0
16389,35325.0
16390,35313.0
16391,35331.0
16392,35282.0
16393,35287.0
16394,35335.0
16395,35377.0
16396,35387.0
16397,35338.0
16398,35342.0
16399,35344.0
16400,35368.0
16401,35416.0
16402,34947.0
16403,34959.0
16404,34940.0
16405,34944.0
16406,34952.0
16407,34965.0
16408,34971.0
16409,34986.0
16410,34989.0
16411,35096.0
16412,35103.0
16413,35199.0
16414,35205.0
16415,35322.0
16416,35326.0
16417,35419.0
16418,35441.0
16419,35487.0
16420,35809.0
16421,35814.0
16422,35977.0
16423,35980.0
16424,36205.0
16425,36203.0
16426,37591.0
16427,37620.0
16428,37566.0
16429,37575.0
16430,37517.0
16431,37531.0
16432,37499.0
16433,37527.0
16434,37480.0
16435,37506.0
16436,37650.0
16437,37672.0
16438,37677.0
16439,37695.0
16440,37567.0
16441,37605.0
16442,37615.0
16443,37623.0
16444,37378.0
16445,37394.0
16446,37377.0
16447,37380.0
16448,37347.0
16449,37354.0
16450,37465.0
16451,37511.0
16452,36391.0
16453,36432.0
16454,36112.0
16455,36143.0
16456,35594.0
16457,35621.0
16458,35575.0
16459,35583.0
16460,34487.0
16461,34490.0
16462,34441.0
16463,34483.0
16464,34426.0
16465,34430.0
16466,34445.0
16467,34488.0
16468,33891.0
16469,33897.0
16470,33985.0
16471,28223.0
16472,28276.0
16473,28334.0
16474,28222.0
16475,28121.0
16476,28178.0
16477,28067.0
16478,27932.0
16479,27903.0
16480,27854.0
16481,27887.0
16482,27623.0
16483,27654.0
16484,25627.0
16485,25656.0
16486,26345.0
16487,26409.0
16488,26208.0
16489,26285.0
16490,26169.0
16491,26218.0
16492,26355.0
16493,26426.0
16494,26849.0
16495,26782.0
16496,26642.0
16497,26706.0
16498,26641.0
16499,26687.0
16500,26786.0
16501,26843.0
16502,27209.0
16503,27964.0
16504,28001.0
16505,27877.0
16506,27902.0
16507,28745.0
16508,28769.0
16509,29062.0
16510,29093.0
16511,29144.0
16512,29107.0
16513,29155.0
16514,29196.0
16515,29339.0
16516,29687.0
16517,29624.0
16518,29700.0
16519,31503.0
16520,31551.0
16521,32138.0
16522,32191.0
16523,33631.0
16524,33601.0
16525,33620.0
16526,33646.0
16527,35039.0
16528,35044.0
16529,35015.0
16530,35016.0
16531,35019.0
16532,35029.0
16533,35033.0
16534,35057.0
16535,35080.0
16536,35081.0
16537,35028.0
16538,35031.0
16539,35040.0
16540,35058.0
16541,35093.0
16542,35097.0
16543,35055.0
16544,35083.0
16545,35047.0
16546,35050.0
16547,34910.0
16548,34934.0
16549,34902.0
16550,34912.0
16551,34916.0
16552,34945.0
16553,34939.0
16554,34946.0
16555,34822.0
16556,34833.0
16557,34859.0
16558,34862.0
16559,34870.0
16560,34896.0
16561,34854.0
16562,34856.0
16563,34883.0
16564,34903.0
16565,34909.0
16566,34918.0
16567,15599.0
16568,15643.0
16569,15533.0
16570,15555.0
16571,21030.0
16572,20970.0
16573,20761.0
16574,20707.0
16575,20754.0
16576,20687.0
16577,20508.0
16578,20560.0
16579,20501.0
16580,20549.0
16581,20373.0
16582,12785.0
16583,17729.0
16584,17674.0
16585,17083.0
16586,17146.0
16587,7427.0
16588,7456.0
16589,5861.0
16590,5881.0
16591,15439.0
16592,14416.0
16593,14457.0
16594,16387.0
16595,14900.0
16596,14938.0
16597,16785.0
16598,16855.0
16599,17356.0
16600,17425.0
16601,17612.0
16602,17670.0
16603,17951.0
16604,18010.0
16605,18484.0
16606,18527.0
16607,18662.0
16608,18703.0
16609,19076.0
16610,19138.0
16611,18996.0
16612,19022.0
16613,19259.0
16614,19321.0
16615,19346.0
16616,19376.0
16617,19303.0
16618,19312.0
16619,19316.0
16620,19919.0
16621,19977.0
16622,20469.0
16623,20503.0
16624,20377.0
16625,20429.0
16626,19610.0
16627,19674.0
16628,25865.0
16629,25898.0
16630,25352.0
16631,25395.0
16632,26351.0
16633,27166.0
16634,24317.0
16635,24372.0
16636,25862.0
16637,25811.0
16638,25285.0
16639,25326.0
16640,25203.0
16641,25242.0
16642,24600.0
16643,24630.0
16644,24609.0
16645,24695.0
16646,25232.0
16647,25017.0
16648,23632.0
16649,23668.0
16650,22764.0
16651,22819.0
16652,23491.0
16653,23416.0
16654,23521.0
16655,23456.0
16656,23906.0
16657,21121.0
16658,21163.0
16659,22008.0
16660,22051.0
16661,21997.0
16662,22052.0
16663,21847.0
16664,21897.0
16665,21819.0
16666,21864.0
16667,23085.0
16668,22913.0
16669,22864.0
16670,22494.0
16671,22530.0
16672,22283.0
16673,22339.0
16674,22272.0
16675,22335.0
16676,22498.0
16677,22479.0
16678,16142.0
16679,16194.0
16680,21147.0
16681,21235.0
16682,20989.0
16683,20888.0
16684,20823.0
16685,20887.0
16686,20973.0
16687,20928.0
16688,20672.0
16689,20739.0
16690,21940.0
16691,21951.0
16692,21935.0
16693,20721.0
16694,20729.0
16695,20704.0
16696,20615.0
16697,20622.0
16698,20597.0
16699,20425.0
16700,20440.0
16701,20411.0
16702,20318.0
16703,20327.0
16704,20304.0
16705,19872.0
16706,19882.0
16707,19867.0
16708,19721.0
16709,19726.0
16710,19754.0
16711,19311.0
16712,19330.0
16713,18482.0
16714,18523.0
16715,696.0
16716,704.0
16717,32871.0
16718,32905.0
16719,32873.0
16720,32879.0
16721,32375.0
16722,32376.0
16723,32267.0
16724,32269.0
16725,32152.0
16726,32153.0
16727,32232.0
16728,32208.0
16729,34165.0
16730,34537.0
16731,34555.0
16732,34460.0
16733,34477.0
16734,34385.0
16735,34395.0
16736,34409.0
16737,34444.0
16738,34432.0
16739,34466.0
16740,34433.0
16741,34468.0
16742,34543.0
16743,34589.0
16744,31427.0
16745,31425.0
16746,31435.0
16747,30302.0
16748,30370.0
16749,30291.0
16750,30273.0
16751,30090.0
16752,30103.0
16753,29895.0
16754,29910.0
16755,29829.0
16756,29842.0
16757,29777.0
16758,29796.0
16759,29798.0
16760,29756.0
16761,29130.0
16762,29151.0
16763,34759.0
16764,34792.0
16765,34749.0
16766,34778.0
16767,34794.0
16768,34798.0
16769,35459.0
16770,35471.0
16771,35457.0
16772,35392.0
16773,35405.0
16774,35382.0
16775,35617.0
16776,35632.0
16777,35736.0
16778,35752.0
16779,35702.0
16780,35714.0
16781,35742.0
16782,35749.0
16783,35882.0
16784,35891.0
16785,35900.0
16786,35906.0
16787,35905.0
16788,35909.0
16789,35893.0
16790,35897.0
16791,36031.0
16792,36036.0
16793,36041.0
16794,36032.0
16795,36052.0
16796,36063.0
16797,36157.0
16798,36172.0
16799,36144.0
16800,36149.0
16801,36171.0
16802,35256.0
16803,35263.0
16804,35248.0
16805,35202.0
16806,35220.0
16807,35185.0
16808,35137.0
16809,35175.0
16810,35227.0
16811,35230.0
16812,35526.0
16813,35534.0
16814,35548.0
16815,35562.0
16816,35703.0
16817,35748.0
16818,35751.0
16819,35823.0
16820,35835.0
16821,35852.0
16822,35853.0
16823,36014.0
16824,36023.0
16825,36001.0
16826,36005.0
16827,36037.0
16828,36034.0
16829,36236.0
16830,36259.0
16831,36234.0
16832,36239.0
16833,36081.0
16834,36084.0
16835,36080.0
16836,36105.0
16837,36107.0
16838,36033.0
16839,36035.0
16840,35863.0
16841,35874.0
16842,35825.0
16843,35844.0
16844,35807.0
16845,35810.0
16846,35826.0
16847,35837.0
16848,35616.0
16849,35619.0
16850,35340.0
16851,35346.0
16852,35307.0
16853,35136.0
16854,35141.0
16855,35151.0
16856,35198.0
16857,35187.0
16858,34719.0
16859,34720.0
16860,34679.0
16861,34704.0
16862,34662.0
16863,34688.0
16864,34668.0
16865,34674.0
16866,34130.0
16867,32969.0
16868,32985.0
16869,32964.0
16870,32965.0
16871,32973.0
16872,32986.0
16873,32997.0
16874,32999.0
16875,33100.0
16876,33102.0
16877,33106.0
16878,33129.0
16879,33231.0
16880,33232.0
16881,33239.0
16882,33253.0
16883,33305.0
16884,33306.0
16885,33111.0
16886,33115.0
16887,28820.0
16888,28853.0
16889,28845.0
16890,28824.0
16891,28843.0
16892,28810.0
16893,28865.0
16894,28878.0
16895,28889.0
16896,28864.0
16897,28870.0
16898,28887.0
16899,25756.0
16900,25814.0
16901,25929.0
16902,25970.0
16903,26175.0
16904,26233.0
16905,26510.0
16906,26383.0
16907,26472.0
16908,26508.0
16909,26551.0
16910,26675.0
16911,26739.0
16912,26672.0
16913,26732.0
16914,26830.0
16915,26881.0
16916,26920.0
16917,26917.0
16918,26974.0
16919,26990.0
16920,27035.0
16921,26820.0
16922,26878.0
16923,26654.0
16924,26720.0
16925,26361.0
16926,26432.0
16927,26101.0
16928,26168.0
16929,26241.0
16930,26901.0
16931,26938.0
16932,25868.0
16933,25893.0
16934,27527.0
16935,27468.0
16936,27523.0
16937,27476.0
16938,27564.0
16939,27607.0
16940,27554.0
16941,27594.0
16942,27660.0
16943,27690.0
16944,27828.0
16945,27895.0
16946,27699.0
16947,27767.0
16948,27730.0
16949,27830.0
16950,27867.0
16951,27826.0
16952,27866.0
16953,27924.0
16954,27883.0
16955,27917.0
16956,27884.0
16957,28006.0
16958,28036.0
16959,28044.0
16960,28068.0
16961,28085.0
16962,28198.0
16963,28246.0
16964,22025.0
16965,22038.0
16966,22063.0
16967,22032.0
16968,22048.0
16969,22077.0
16970,22093.0
16971,22103.0
16972,22083.0
16973,22215.0
16974,22224.0
16975,22234.0
16976,22420.0
16977,22432.0
16978,22407.0
16979,22480.0
16980,22522.0
16981,22531.0
16982,22547.0
16983,22766.0
16984,22822.0
16985,22686.0
16986,22710.0
16987,22887.0
16988,22894.0
16989,22901.0
16990,23399.0
16991,23467.0
16992,23602.0
16993,23670.0
16994,23618.0
16995,23678.0
16996,23403.0
16997,23485.0
16998,23914.0
16999,23977.0
17000,24054.0
17001,24108.0
17002,24083.0
17003,24109.0
17004,23889.0
17005,23940.0
17006,24931.0
17007,24974.0
17008,25025.0
17009,24992.0
17010,25024.0
17011,25067.0
17012,24947.0
17013,24990.0
17014,24737.0
17015,24786.0
17016,24745.0
17017,24783.0
17018,24765.0
17019,24804.0
17020,24966.0
17021,25004.0
17022,25134.0
17023,25172.0
17024,25219.0
17025,25268.0
17026,25225.0
17027,25348.0
17028,25474.0
17029,25366.0
17030,25430.0
17031,25479.0
17032,25526.0
17033,25567.0
17034,25483.0
17035,25550.0
17036,37654.0
17037,37663.0
17038,37489.0
17039,31281.0
17040,31264.0
17041,31190.0
17042,31230.0
17043,31284.0
17044,31265.0
17045,31188.0
17046,31198.0
17047,31834.0
17048,31836.0
17049,31164.0
17050,31252.0
17051,31122.0
17052,31125.0
17053,31146.0
17054,31232.0
17055,31221.0
17056,31135.0
17057,31250.0
17058,31251.0
17059,31875.0
17060,31878.0
17061,35507.0
17062,35778.0
17063,35804.0
17064,36225.0
17065,36227.0
17066,34888.0
17067,34889.0
17068,34891.0
17069,34996.0
17070,35000.0
17071,35003.0
17072,34975.0
17073,34987.0
17074,16036.0
17075,16063.0
17076,15929.0
17077,16000.0
17078,15986.0
17079,16051.0
17080,15916.0
17081,15978.0
17082,14447.0
17083,14474.0
17084,14443.0
17085,14465.0
17086,14480.0
17087,14497.0
17088,14303.0
17089,14335.0
17090,14155.0
17091,14181.0
17092,13857.0
17093,13884.0
17094,14145.0
17095,14183.0
17096,14204.0
17097,14246.0
17098,14228.0
17099,14261.0
17100,13605.0
17101,13633.0
17102,13603.0
17103,13630.0
17104,13551.0
17105,13583.0
17106,13554.0
17107,13578.0
17108,13454.0
17109,13480.0
17110,13651.0
17111,13671.0
17112,13592.0
17113,13626.0
17114,13568.0
17115,13610.0
17116,13644.0
17117,13680.0
17118,13812.0
17119,13796.0
17120,13826.0
17121,13800.0
17122,13879.0
17123,13891.0
17124,13847.0
17125,13885.0
17126,14431.0
17127,14450.0
17128,14355.0
17129,14398.0
17130,14345.0
17131,14391.0
17132,14421.0
17133,14458.0
17134,13966.0
17135,13986.0
17136,13969.0
17137,14016.0
17138,14051.0
17139,14063.0
17140,14020.0
17141,14058.0
17142,14135.0
17143,14157.0
17144,13754.0
17145,13793.0
17146,13711.0
17147,13746.0
17148,13486.0
17149,13500.0
17150,13536.0
17151,13560.0
17152,13552.0
17153,13564.0
17154,13488.0
17155,13505.0
17156,12423.0
17157,12452.0
17158,12144.0
17159,12205.0
17160,12209.0
17161,12225.0
17162,11845.0
17163,11886.0
17164,11923.0
17165,11970.0
17166,11773.0
17167,11747.0
17168,11811.0
17169,11924.0
17170,11956.0
17171,11368.0
17172,11458.0
17173,11315.0
17174,11339.0
17175,11320.0
17176,11428.0
17177,11451.0
17178,11475.0
17179,11683.0
17180,11721.0
17181,11708.0
17182,11730.0
17183,11094.0
17184,11108.0
17185,11237.0
17186,11244.0
17187,11211.0
17188,11132.0
17189,11294.0
17190,11302.0
17191,11209.0
17192,11264.0
17193,11183.0
17194,11128.0
17195,11643.0
17196,11692.0
17197,11573.0
17198,11627.0
17199,11605.0
17200,11617.0
17201,11788.0
17202,11769.0
17203,12095.0
17204,12106.0
17205,10516.0
17206,10535.0
17207,10294.0
17208,10347.0
17209,10676.0
17210,10692.0
17211,10709.0
17212,10765.0
17213,10923.0
17214,10980.0
17215,11232.0
17216,11277.0
17217,11193.0
17218,11145.0
17219,11491.0
17220,11524.0
17221,11381.0
17222,11431.0
17223,13206.0
17224,13229.0
17225,13073.0
17226,13122.0
17227,13060.0
17228,13076.0
17229,13163.0
17230,13219.0
17231,12634.0
17232,12678.0
17233,12608.0
17234,12635.0
17235,12807.0
17236,12814.0
17237,12793.0
17238,12351.0
17239,12382.0
17240,12354.0
17241,12434.0
17242,12473.0
17243,12489.0
17244,12429.0
17245,12480.0
17246,12611.0
17247,12651.0
17248,12639.0
17249,12664.0
17250,12660.0
17251,12681.0
17252,13021.0
17253,13040.0
17254,12981.0
17255,12914.0
17256,12912.0
17257,12948.0
17258,12971.0
17259,13044.0
17260,13311.0
17261,13391.0
17262,13217.0
17263,13242.0
17264,13230.0
17265,13261.0
17266,13320.0
17267,13398.0
17268,13697.0
17269,13722.0
17270,13694.0
17271,13731.0
17272,14249.0
17273,14271.0
17274,14292.0
17275,14327.0
17276,15124.0
17277,15163.0
17278,15082.0
17279,15099.0
17280,15832.0
17281,15852.0
17282,15784.0
17283,15803.0
17284,14415.0
17285,14468.0
17286,14414.0
17287,14437.0
17288,13268.0
17289,13286.0
17290,13263.0
17291,13298.0
17292,13216.0
17293,13238.0
17294,18053.0
17295,18057.0
17296,18173.0
17297,18251.0
17298,18212.0
17299,18274.0
17300,16130.0
17301,16175.0
17302,16148.0
17303,16182.0
17304,16083.0
17305,16117.0
17306,16085.0
17307,16108.0
17308,16335.0
17309,16374.0
17310,16437.0
17311,16458.0
17312,16322.0
17313,16361.0
17314,16271.0
17315,16274.0
17316,10615.0
17317,10618.0
17318,10860.0
17319,10874.0
17320,11077.0
17321,10990.0
17322,11019.0
17323,10994.0
17324,10645.0
17325,10662.0
17326,10746.0
17327,10761.0
17328,14566.0
17329,14611.0
17330,14572.0
17331,14586.0
17332,14614.0
17333,14652.0
17334,14740.0
17335,14795.0
17336,14199.0
17337,14220.0
17338,13967.0
17339,14041.0
17340,14056.0
17341,14069.0
17342,14094.0
17343,14000.0
17344,13951.0
17345,13973.0
17346,13445.0
17347,13477.0
17348,13399.0
17349,13436.0
17350,12739.0
17351,12768.0
17352,12733.0
17353,12773.0
17354,12679.0
17355,12708.0
17356,12673.0
17357,12696.0
17358,12592.0
17359,12576.0
17360,12476.0
17361,12498.0
17362,12210.0
17363,12241.0
17364,12203.0
17365,12237.0
17366,12149.0
17367,12190.0
17368,12161.0
17369,12181.0
17370,11717.0
17371,11766.0
17372,11718.0
17373,11750.0
17374,11808.0
17375,11468.0
17376,11473.0
17377,11378.0
17378,11450.0
17379,11361.0
17380,11362.0
17381,11363.0
17382,11445.0
17383,10967.0
17384,11031.0
17385,10954.0
17386,10959.0
17387,10862.0
17388,10795.0
17389,10257.0
17390,10316.0
17391,10238.0
17392,10302.0
17393,10102.0
17394,10117.0
17395,10099.0
17396,10154.0
17397,9807.0
17398,9852.0
17399,9751.0
17400,9788.0
17401,9863.0
17402,9875.0
17403,9827.0
17404,9905.0
17405,10022.0
17406,9957.0
17407,9601.0
17408,9615.0
17409,9500.0
17410,9529.0
17411,9543.0
17412,9604.0
17413,9512.0
17414,9581.0
17415,9340.0
17416,9368.0
17417,16304.0
17418,16342.0
17419,16237.0
17420,16288.0
17421,16211.0
17422,16289.0
17423,16294.0
17424,16355.0
17425,16642.0
17426,16700.0
17427,16638.0
17428,16669.0
17429,16186.0
17430,16255.0
17431,16291.0
17432,16333.0
17433,16442.0
17434,16496.0
17435,16530.0
17436,15720.0
17437,15786.0
17438,15743.0
17439,15771.0
17440,16383.0
17441,16407.0
17442,16348.0
17443,16413.0
17444,16287.0
17445,16308.0
17446,16253.0
17447,16329.0
17448,16261.0
17449,16285.0
17450,16230.0
17451,16275.0
17452,16146.0
17453,16150.0
17454,16219.0
17455,16277.0
17456,16318.0
17457,16321.0
17458,16222.0
17459,16265.0
17460,16339.0
17461,16340.0
17462,16234.0
17463,16278.0
17464,16179.0
17465,16183.0
17466,16229.0
17467,16273.0
17468,16218.0
17469,16272.0
17470,16306.0
17471,16338.0
17472,16156.0
17473,16225.0
17474,16132.0
17475,16190.0
17476,16214.0
17477,16249.0
17478,16151.0
17479,16178.0
17480,16149.0
17481,16180.0
17482,16203.0
17483,16246.0
17484,16075.0
17485,16090.0
17486,16109.0
17487,16112.0
17488,16134.0
17489,16116.0
17490,16141.0
17491,16105.0
17492,16107.0
17493,16128.0
17494,20801.0
17495,20812.0
17496,18678.0
17497,18708.0
17498,18639.0
17499,18659.0
17500,18528.0
17501,18564.0
17502,18635.0
17503,18590.0
17504,20352.0
17505,20383.0
17506,20387.0
17507,20423.0
17508,21447.0
17509,21472.0
17510,21500.0
17511,21506.0
17512,21364.0
17513,21374.0
17514,21383.0
17515,21409.0
17516,21336.0
17517,21353.0
17518,21327.0
17519,21341.0
17520,21357.0
17521,21371.0
17522,21358.0
17523,21370.0
17524,22001.0
17525,22027.0
17526,22069.0
17527,22080.0
17528,22041.0
17529,22076.0
17530,21994.0
17531,22017.0
17532,22757.0
17533,22784.0
17534,22799.0
17535,22820.0
17536,22788.0
17537,22812.0
17538,22754.0
17539,22778.0
17540,22421.0
17541,22457.0
17542,22363.0
17543,22395.0
17544,22359.0
17545,22387.0
17546,22408.0
17547,22464.0
17548,15866.0
17549,15909.0
17550,15934.0
17551,15982.0
17552,15971.0
17553,15913.0
17554,15868.0
17555,15905.0
17556,16711.0
17557,16754.0
17558,16728.0
17559,16765.0
17560,16773.0
17561,16819.0
17562,16787.0
17563,16815.0
17564,14017.0
17565,14050.0
17566,14128.0
17567,14021.0
17568,14057.0
17569,14078.0
17570,14112.0
17571,12787.0
17572,12799.0
17573,12683.0
17574,12691.0
17575,12619.0
17576,12633.0
17577,12601.0
17578,12629.0
17579,12628.0
17580,12646.0
17581,12656.0
17582,12668.0
17583,12770.0
17584,12784.0
17585,10677.0
17586,10757.0
17587,12236.0
17588,12278.0
17589,12230.0
17590,12258.0
17591,12292.0
17592,12338.0
17593,12293.0
17594,12334.0
17595,15806.0
17596,15850.0
17597,15835.0
17598,15873.0
17599,15695.0
17600,15755.0
17601,15592.0
17602,15637.0
17603,16525.0
17604,16554.0
17605,16534.0
17606,16558.0
17607,17445.0
17608,17464.0
17609,17410.0
17610,17441.0
17611,17408.0
17612,17428.0
17613,17255.0
17614,17292.0
17615,17353.0
17616,17395.0
17617,17358.0
17618,17409.0
17619,15882.0
17620,15917.0
17621,15836.0
17622,15911.0
17623,15754.0
17624,15785.0
17625,15757.0
17626,15798.0
17627,15764.0
17628,15796.0
17629,15833.0
17630,15859.0
17631,15768.0
17632,15804.0
17633,17095.0
